column,value,label_value,count,label_count,date
reverse_mode_predicted,23.0,Hotel shuttle van,1,1.0,2024-10-09
reverse_mode_predicted,17.0,Airport flyer shuttle,1,1.0,2024-10-09
reverse_mode_predicted,21.0,Rental car: Dropped off at rental agency,1,1.0,2024-10-09
reverse_mode_predicted,9.0,Taxi,1,1.0,2024-10-09
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,20,20.0,2024-10-09
other_airport_accessmode,10.0,UBER LYFT,11,11.0,2024-10-09
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,3,3.0,2024-10-09
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,2,2.0,2024-10-09
other_airport_accessmode,21.0,HOTEL SHUTTLE VAN,1,1.0,2024-10-09
other_airport_accessmode,1.0,WALK,1,1.0,2024-10-09
other_airport_accessmode,16.0,OTHER PUBLIC TRANSIT,1,1.0,2024-10-09
other_airport_accessmode,2.0,WHEELCHAIR OR OTHER MOBILITY DEVICE,1,1.0,2024-10-09
other_airport_accessmode,9.0,TAXI,1,1.0,2024-10-09
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,21,21.0,2024-10-09
reverse_commute_mode,11.0,Car service/black car/limo/executive car,1,1.0,2024-10-09
reverse_commute_mode,10.0,Uber/Lyft,1,1.0,2024-10-09
reverse_commute_mode,12.0,Picked up by car by family/friend,1,1.0,2024-10-09
main_transit_mode,3,None of the above,311,311.0,2024-10-10
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,34,34.0,2024-10-10
main_transit_mode,MTS_1_992,MTS Route 992,6,6.0,2024-10-10
main_mode,10.0,Uber/Lyft,111,111.0,2024-10-10
main_mode,12.0,Dropped off by car by family/friend,95,95.0,2024-10-10
main_mode,19.0,Rental car: Dropped off at rental agency,32,32.0,2024-10-10
main_mode,21.0,Hotel shuttle van,12,12.0,2024-10-10
main_mode,14.0,Drove with others and parked,11,11.0,2024-10-10
main_mode,13.0,Drove alone and parked,11,11.0,2024-10-10
main_mode,20.0,Rental car: parked rental car,9,9.0,2024-10-10
main_mode,9.0,Taxi,7,7.0,2024-10-10
main_mode,98.0,Other,5,5.0,2024-10-10
main_mode,22.0,Other shared van (please specify),5,5.0,2024-10-10
main_mode,18.0,Employee shuttle,3,3.0,2024-10-10
main_mode,30.0,Other public transit,3,3.0,2024-10-10
main_mode,11.0,Car service/black car/limo/executive car,3,3.0,2024-10-10
main_mode,17.0,Chartered tour bus,3,3.0,2024-10-10
main_mode,23.0,Picked up by car by family/friend,1,1.0,2024-10-10
access_mode,13.0,Drove alone and parked,23,23.0,2024-10-10
access_mode,12.0,Dropped off by car by family/friend,6,6.0,2024-10-10
access_mode,1.0,Walk,5,5.0,2024-10-10
access_mode,16.0,Other public transit,2,2.0,2024-10-10
access_mode,14.0,Drove with others and parked,1,1.0,2024-10-10
access_mode,10.0,Uber/Lyft,1,1.0,2024-10-10
access_mode,11.0,Car service/black car/limo/executive car,1,1.0,2024-10-10
access_mode,9.0,Taxi,1,1.0,2024-10-10
reverse_mode,10.0,Uber/Lyft,65,65.0,2024-10-10
reverse_mode,21.0,Rental car: Dropped off at rental agency,32,32.0,2024-10-10
reverse_mode,12.0,Dropped off by car by family/friend,24,24.0,2024-10-10
reverse_mode,23.0,Hotel shuttle van,11,11.0,2024-10-10
reverse_mode,22.0,Rental car: parked rental car,6,6.0,2024-10-10
reverse_mode,24.0,Other shared van (please specify),5,5.0,2024-10-10
reverse_mode,9.0,Taxi,4,4.0,2024-10-10
reverse_mode,17.0,Airport flyer shuttle,3,3.0,2024-10-10
reverse_mode,11.0,Car service/black car/limo/executive car,2,2.0,2024-10-10
reverse_mode,18.0,Other public transit,2,2.0,2024-10-10
reverse_mode,16.0,MTS Route 992,2,2.0,2024-10-10
reverse_mode,1.0,Walk,1,1.0,2024-10-10
reverse_mode_predicted,12.0,Dropped off by car by family/friend,76,76.0,2024-10-10
reverse_mode_predicted,10.0,Uber/Lyft,43,43.0,2024-10-10
reverse_mode_predicted,14.0,Drove with others and parked,12,12.0,2024-10-10
reverse_mode_predicted,13.0,Drove alone and parked,7,7.0,2024-10-10
reverse_mode_predicted,18.0,Other public transit,3,3.0,2024-10-10
reverse_mode_predicted,20.0,Employee shuttle,3,3.0,2024-10-10
reverse_mode_predicted,98.0,Other,2,2.0,2024-10-10
reverse_mode_predicted,11.0,Car service/black car/limo/executive car,2,2.0,2024-10-10
reverse_mode_predicted,24.0,Other shared van (please specify),1,1.0,2024-10-10
reverse_mode_predicted,17.0,Airport flyer shuttle,1,1.0,2024-10-10
reverse_mode_predicted,21.0,Rental car: Dropped off at rental agency,1,1.0,2024-10-10
reverse_mode_predicted,15.0,Rode with other traveler(s) and parked,1,1.0,2024-10-10
reverse_mode_predicted,9.0,Taxi,1,1.0,2024-10-10
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,25,25.0,2024-10-10
other_airport_accessmode,10.0,UBER LYFT,4,4.0,2024-10-10
other_airport_accessmode,14.0,DROVE WITH OTHERS AND PARKED,2,2.0,2024-10-10
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,2,2.0,2024-10-10
other_airport_accessmode,2.0,WHEELCHAIR OR OTHER MOBILITY DEVICE,2,2.0,2024-10-10
other_airport_accessmode,3.0,ELECTRIC BIKESHARE,1,1.0,2024-10-10
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,1,1.0,2024-10-10
other_airport_accessmode,20.0,RENTAL CAR AND PARKED IT,1,1.0,2024-10-10
other_airport_accessmode,18.0,EMPLOYEE SHUTTLE,1,1.0,2024-10-10
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,25,25.0,2024-10-10
reverse_commute_mode,12.0,Picked up by car by family/friend,4,4.0,2024-10-10
reverse_commute_mode,16.0,MTS Route 992,3,3.0,2024-10-10
reverse_commute_mode,14.0,Get in a parked vehicle and drive with others,2,2.0,2024-10-10
reverse_commute_mode,1.0,Walk,1,1.0,2024-10-10
main_transit_mode,3,None of the above,109,109.0,2024-10-11
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,20,20.0,2024-10-11
main_transit_mode,MTS_1_992,MTS Route 992,18,18.0,2024-10-11
main_mode,10.0,Uber/Lyft,32,32.0,2024-10-11
main_mode,12.0,Dropped off by car by family/friend,27,27.0,2024-10-11
main_mode,19.0,Rental car: Dropped off at rental agency,19,19.0,2024-10-11
main_mode,21.0,Hotel shuttle van,7,7.0,2024-10-11
main_mode,13.0,Drove alone and parked,5,5.0,2024-10-11
main_mode,98.0,Other,4,4.0,2024-10-11
main_mode,11.0,Car service/black car/limo/executive car,3,3.0,2024-10-11
main_mode,20.0,Rental car: parked rental car,3,3.0,2024-10-11
main_mode,14.0,Drove with others and parked,3,3.0,2024-10-11
main_mode,9.0,Taxi,3,3.0,2024-10-11
main_mode,18.0,Employee shuttle,2,2.0,2024-10-11
main_mode,30.0,Other public transit,1,1.0,2024-10-11
access_mode,13.0,Drove alone and parked,17,17.0,2024-10-11
access_mode,1.0,Walk,12,12.0,2024-10-11
access_mode,12.0,Dropped off by car by family/friend,3,3.0,2024-10-11
access_mode,16.0,Other public transit,1,1.0,2024-10-11
access_mode,10.0,Uber/Lyft,1,1.0,2024-10-11
egress_mode,1.0,Walk,3,3.0,2024-10-11
egress_mode,14.0,Picked up by car by family/friend,1,1.0,2024-10-11
reverse_mode,10.0,Uber/Lyft,21,21.0,2024-10-11
reverse_mode,21.0,Rental car: Dropped off at rental agency,15,15.0,2024-10-11
reverse_mode,12.0,Dropped off by car by family/friend,8,8.0,2024-10-11
reverse_mode,23.0,Hotel shuttle van,5,5.0,2024-10-11
reverse_mode,9.0,Taxi,4,4.0,2024-10-11
reverse_mode,16.0,MTS Route 992,4,4.0,2024-10-11
reverse_mode,24.0,Other shared van (please specify),3,3.0,2024-10-11
reverse_mode,22.0,Rental car: parked rental car,3,3.0,2024-10-11
reverse_mode,20.0,Employee shuttle,1,1.0,2024-10-11
reverse_mode,18.0,Other public transit,1,1.0,2024-10-11
reverse_mode_predicted,12.0,Dropped off by car by family/friend,23,23.0,2024-10-11
reverse_mode_predicted,10.0,Uber/Lyft,14,14.0,2024-10-11
reverse_mode_predicted,13.0,Drove alone and parked,4,4.0,2024-10-11
reverse_mode_predicted,98.0,Other,3,3.0,2024-10-11
reverse_mode_predicted,11.0,Car service/black car/limo/executive car,2,2.0,2024-10-11
reverse_mode_predicted,14.0,Drove with others and parked,2,2.0,2024-10-11
reverse_mode_predicted,20.0,Employee shuttle,1,1.0,2024-10-11
reverse_mode_predicted,23.0,Hotel shuttle van,1,1.0,2024-10-11
reverse_mode_predicted,16.0,MTS Route 992,1,1.0,2024-10-11
other_airport_accessmode,10.0,UBER LYFT,5,5.0,2024-10-11
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,3,3.0,2024-10-11
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,3,3.0,2024-10-11
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,1,1.0,2024-10-11
other_airport_accessmode,9.0,TAXI,1,1.0,2024-10-11
other_airport_accessmode,16.0,OTHER PUBLIC TRANSIT,1,1.0,2024-10-11
other_airport_accessmode,1.0,WALK,1,1.0,2024-10-11
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,16,16.0,2024-10-11
reverse_commute_mode,16.0,MTS Route 992,6,6.0,2024-10-11
reverse_commute_mode,12.0,Picked up by car by family/friend,3,3.0,2024-10-11
reverse_commute_mode,1.0,Walk,1,1.0,2024-10-11
main_transit_mode,3,None of the above,245,245.0,2024-10-12
main_transit_mode,MTS_1_992,MTS Route 992,4,4.0,2024-10-12
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,3,3.0,2024-10-12
main_mode,12.0,Dropped off by car by family/friend,95,95.0,2024-10-12
main_mode,10.0,Uber/Lyft,66,66.0,2024-10-12
main_mode,19.0,Rental car: Dropped off at rental agency,42,42.0,2024-10-12
main_mode,20.0,Rental car: parked rental car,12,12.0,2024-10-12
main_mode,9.0,Taxi,10,10.0,2024-10-12
main_mode,13.0,Drove alone and parked,8,8.0,2024-10-12
main_mode,21.0,Hotel shuttle van,3,3.0,2024-10-12
main_mode,14.0,Drove with others and parked,3,3.0,2024-10-12
main_mode,11.0,Car service/black car/limo/executive car,2,2.0,2024-10-12
main_mode,28.0,Rental car: get in a parked rental car,1,1.0,2024-10-12
main_mode,30.0,Other public transit,1,1.0,2024-10-12
main_mode,98.0,Other,1,1.0,2024-10-12
main_mode,23.0,Picked up by car by family/friend,1,1.0,2024-10-12
access_mode,16.0,Other public transit,3,3.0,2024-10-12
access_mode,1.0,Walk,2,2.0,2024-10-12
access_mode,10.0,Uber/Lyft,1,1.0,2024-10-12
access_mode,12.0,Dropped off by car by family/friend,1,1.0,2024-10-12
reverse_mode,12.0,Dropped off by car by family/friend,70,70.0,2024-10-12
reverse_mode,10.0,Uber/Lyft,44,44.0,2024-10-12
reverse_mode,21.0,Rental car: Dropped off at rental agency,38,38.0,2024-10-12
reverse_mode,22.0,Rental car: parked rental car,16,16.0,2024-10-12
reverse_mode,9.0,Taxi,11,11.0,2024-10-12
reverse_mode,23.0,Hotel shuttle van,5,5.0,2024-10-12
reverse_mode,16.0,MTS Route 992,3,3.0,2024-10-12
reverse_mode,18.0,Other public transit,2,2.0,2024-10-12
reverse_mode,11.0,Car service/black car/limo/executive car,2,2.0,2024-10-12
reverse_mode,19.0,Chartered tour bus,1,1.0,2024-10-12
reverse_mode_predicted,12.0,Dropped off by car by family/friend,29,29.0,2024-10-12
reverse_mode_predicted,10.0,Uber/Lyft,15,15.0,2024-10-12
reverse_mode_predicted,13.0,Drove alone and parked,3,3.0,2024-10-12
reverse_mode_predicted,14.0,Drove with others and parked,2,2.0,2024-10-12
reverse_mode_predicted,9.0,Taxi,2,2.0,2024-10-12
reverse_mode_predicted,17.0,Airport flyer shuttle,1,1.0,2024-10-12
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,14,14.0,2024-10-12
other_airport_accessmode,10.0,UBER LYFT,6,6.0,2024-10-12
other_airport_accessmode,16.0,OTHER PUBLIC TRANSIT,3,3.0,2024-10-12
other_airport_accessmode,1.0,WALK,1,1.0,2024-10-12
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,1,1.0,2024-10-12
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,4,4.0,2024-10-12
reverse_commute_mode,98.0,Other,1,1.0,2024-10-12
reverse_commute_mode,10.0,Uber/Lyft,1,1.0,2024-10-12
main_transit_mode,3,None of the above,144,144.0,2024-10-13
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,1,1.0,2024-10-13
main_mode,12.0,Dropped off by car by family/friend,54,54.0,2024-10-13
main_mode,10.0,Uber/Lyft,43,43.0,2024-10-13
main_mode,19.0,Rental car: Dropped off at rental agency,27,27.0,2024-10-13
main_mode,13.0,Drove alone and parked,6,6.0,2024-10-13
main_mode,9.0,Taxi,4,4.0,2024-10-13
main_mode,14.0,Drove with others and parked,3,3.0,2024-10-13
main_mode,20.0,Rental car: parked rental car,3,3.0,2024-10-13
main_mode,21.0,Hotel shuttle van,2,2.0,2024-10-13
main_mode,17.0,Chartered tour bus,2,2.0,2024-10-13
access_mode,1.0,Walk,1,1.0,2024-10-13
reverse_mode,12.0,Dropped off by car by family/friend,36,36.0,2024-10-13
reverse_mode,10.0,Uber/Lyft,33,33.0,2024-10-13
reverse_mode,21.0,Rental car: Dropped off at rental agency,20,20.0,2024-10-13
reverse_mode,22.0,Rental car: parked rental car,11,11.0,2024-10-13
reverse_mode,14.0,Drove with others and parked,4,4.0,2024-10-13
reverse_mode,23.0,Hotel shuttle van,2,2.0,2024-10-13
reverse_mode,9.0,Taxi,2,2.0,2024-10-13
reverse_mode,17.0,Airport flyer shuttle,2,2.0,2024-10-13
reverse_mode_predicted,12.0,Dropped off by car by family/friend,14,14.0,2024-10-13
reverse_mode_predicted,10.0,Uber/Lyft,11,11.0,2024-10-13
reverse_mode_predicted,13.0,Drove alone and parked,2,2.0,2024-10-13
other_airport_accessmode,10.0,UBER LYFT,4,4.0,2024-10-13
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,4,4.0,2024-10-13
other_airport_accessmode,9.0,TAXI,1,1.0,2024-10-13
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,3,3.0,2024-10-13
reverse_commute_mode,12.0,Picked up by car by family/friend,1,1.0,2024-10-13
reverse_commute_mode,15.0,Get in a parked vehicle and ride with other traveler(s),1,1.0,2024-10-13
reverse_commute_mode,14.0,Get in a parked vehicle and drive with others,1,1.0,2024-10-13
main_transit_mode,3,None of the above,274,274.0,2024-10-14
main_transit_mode,MTS_1_992,MTS Route 992,21,21.0,2024-10-14
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,4,4.0,2024-10-14
main_mode,12.0,Dropped off by car by family/friend,93,93.0,2024-10-14
main_mode,10.0,Uber/Lyft,76,76.0,2024-10-14
main_mode,19.0,Rental car: Dropped off at rental agency,43,43.0,2024-10-14
main_mode,13.0,Drove alone and parked,30,30.0,2024-10-14
main_mode,20.0,Rental car: parked rental car,10,10.0,2024-10-14
main_mode,21.0,Hotel shuttle van,4,4.0,2024-10-14
main_mode,98.0,Other,3,3.0,2024-10-14
main_mode,9.0,Taxi,3,3.0,2024-10-14
main_mode,30.0,Other public transit,2,2.0,2024-10-14
main_mode,23.0,Picked up by car by family/friend,2,2.0,2024-10-14
main_mode,29.0,Rode with other traveler(s) and parked,2,2.0,2024-10-14
main_mode,17.0,Chartered tour bus,2,2.0,2024-10-14
main_mode,22.0,Other shared van (please specify),2,2.0,2024-10-14
main_mode,14.0,Drove with others and parked,1,1.0,2024-10-14
main_mode,1.0,Walk,1,1.0,2024-10-14
access_mode,1.0,Walk,12,12.0,2024-10-14
access_mode,98.0,Other,3,3.0,2024-10-14
access_mode,12.0,Dropped off by car by family/friend,3,3.0,2024-10-14
access_mode,14.0,Drove with others and parked,2,2.0,2024-10-14
access_mode,16.0,Other public transit,1,1.0,2024-10-14
access_mode,11.0,Car service/black car/limo/executive car,1,1.0,2024-10-14
egress_mode,1.0,Walk,2,2.0,2024-10-14
egress_mode,14.0,Picked up by car by family/friend,1,1.0,2024-10-14
reverse_mode,12.0,Dropped off by car by family/friend,68,68.0,2024-10-14
reverse_mode,10.0,Uber/Lyft,50,50.0,2024-10-14
reverse_mode,21.0,Rental car: Dropped off at rental agency,38,38.0,2024-10-14
reverse_mode,22.0,Rental car: parked rental car,9,9.0,2024-10-14
reverse_mode,24.0,Other shared van (please specify),6,6.0,2024-10-14
reverse_mode,23.0,Hotel shuttle van,5,5.0,2024-10-14
reverse_mode,18.0,Other public transit,5,5.0,2024-10-14
reverse_mode,9.0,Taxi,4,4.0,2024-10-14
reverse_mode,17.0,Airport flyer shuttle,2,2.0,2024-10-14
reverse_mode,19.0,Chartered tour bus,2,2.0,2024-10-14
reverse_mode,1.0,Walk,1,1.0,2024-10-14
reverse_mode,11.0,Car service/black car/limo/executive car,1,1.0,2024-10-14
reverse_mode,13.0,Drove alone and parked,1,1.0,2024-10-14
reverse_mode,14.0,Drove with others and parked,1,1.0,2024-10-14
reverse_mode_predicted,12.0,Dropped off by car by family/friend,31,31.0,2024-10-14
reverse_mode_predicted,10.0,Uber/Lyft,22,22.0,2024-10-14
reverse_mode_predicted,13.0,Drove alone and parked,6,6.0,2024-10-14
reverse_mode_predicted,21.0,Rental car: Dropped off at rental agency,4,4.0,2024-10-14
reverse_mode_predicted,98.0,Other,2,2.0,2024-10-14
reverse_mode_predicted,16.0,MTS Route 992,1,1.0,2024-10-14
reverse_mode_predicted,17.0,Airport flyer shuttle,1,1.0,2024-10-14
reverse_mode_predicted,3.0,Bicycle: electric bikeshare,1,1.0,2024-10-14
reverse_mode_predicted,11.0,Car service/black car/limo/executive car,1,1.0,2024-10-14
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,15,15.0,2024-10-14
other_airport_accessmode,10.0,UBER LYFT,6,6.0,2024-10-14
other_airport_accessmode,14.0,DROVE WITH OTHERS AND PARKED,2,2.0,2024-10-14
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,2,2.0,2024-10-14
other_airport_accessmode,2.0,WHEELCHAIR OR OTHER MOBILITY DEVICE,1,1.0,2024-10-14
other_airport_accessmode,16.0,OTHER PUBLIC TRANSIT,1,1.0,2024-10-14
other_airport_accessmode,1.0,WALK,1,1.0,2024-10-14
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,1,1.0,2024-10-14
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,22,22.0,2024-10-14
reverse_commute_mode,12.0,Picked up by car by family/friend,3,3.0,2024-10-14
reverse_commute_mode,10.0,Uber/Lyft,2,2.0,2024-10-14
reverse_commute_mode,16.0,MTS Route 992,1,1.0,2024-10-14
reverse_commute_mode,14.0,Get in a parked vehicle and drive with others,1,1.0,2024-10-14
reverse_commute_mode,9.0,Taxi,1,1.0,2024-10-14
